"Keywords","Average Searches","Competition","KD","Tag Occurrences"
"miffy",8900,3598,"1","1"
"wedding website",4388,8785,"15","1"
"budget spreadsheet",4258,22571,"36","1"
"taylor swift shirt",2311,13461,"38","1"
"best selling items",3122,20631,"41","2"
"adhd planner",5227,36504,"42","1"
"glasses holder",2010,23171,"53","1"
"google sheets",2389,48309,"65","1"
"fitness planner",2198,43073,"65","1"
