"Keywords","Average Searches","Competition","KD","Tag Occurrences"
"needle minder",3246,29016,"48","80"
"bad bunny",4978,10596,"16","1"
"capybara",4146,35191,"46","1"
"pussy",2591,12972,"35","1"
"america 250",2512,9367,"29","3"
"diamond painting",2350,38138,"61","5"
