"Keywords","Average Searches","Competition","KD","Tag Occurrences"
"boo basket",3480,16100,"33","49"
"mystery box",7343,17279,"19","1"
"squishy",4840,11262,"18","1"
"fall host gift",4188,8423,"15","2"
"custom socks",2949,25647,"47","1"
"care package",2440,47244,"64","5"
"halloween badge reel",2413,23585,"50","1"
