Date,Type,Title,Info,Currency,Amount,"Fees & Taxes",Net,"Tax Details",Status,"Availability Date"
"August 31, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 30, 2026",USD,--,-$0.15,-$0.15,--
"August 30, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 29, 2026",USD,--,-$0.31,-$0.31,--
"August 29, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 28, 2026",USD,--,-$0.13,-$0.13,--
"August 26, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 25, 2026",USD,--,-$0.25,-$0.25,--
"August 24, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 23, 2026",USD,--,-$0.14,-$0.14,--
"August 23, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 22, 2026",USD,--,-$0.32,-$0.32,--
"August 22, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 21, 2026",USD,--,-$0.34,-$0.34,--
"August 21, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 20, 2026",USD,--,-$0.59,-$0.59,--
"August 19, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 18, 2026",USD,--,-$0.68,-$0.68,--
"August 17, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 16, 2026",USD,--,-$0.11,-$0.11,--
"August 16, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 15, 2026",USD,--,-$0.34,-$0.34,--
"August 15, 2026",Tax,"Tax: Transaction","Order #4145376532",USD,--,-$0.02,-$0.02,--
"August 15, 2026",Fee,"Transaction fee: Digital geometric embroidery pattern — b...","Order #4145376532",USD,--,-$0.39,-$0.39,--
"August 15, 2026",Fee,"Processing fee","Order #4145376532",USD,--,-$0.43,-$0.43,--
"August 15, 2026",Sale,"Payment for Order #4145376532",,USD,$6.00,--,$6.00,--
"August 15, 2026",Fee,"Listing fee","Listing #4466080258",USD,--,-$0.20,-$0.20,--
"August 14, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 13, 2026",USD,--,-$0.39,-$0.39,--
"August 14, 2026",Fee,"Listing fee","Listing #4555463358",USD,--,-$0.20,-$0.20,--
"August 14, 2026",Fee,"Listing fee","Listing #4555463292",USD,--,-$0.20,-$0.20,--
"August 14, 2026",Fee,"Listing fee","Listing #4555452273",USD,--,-$0.20,-$0.20,--
"August 14, 2026",Fee,"Listing fee","Listing #4555463082",USD,--,-$0.20,-$0.20,--
"August 14, 2026",Fee,"Listing fee","Listing #4555452153",USD,--,-$0.20,-$0.20,--
"August 13, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 12, 2026",USD,--,-$0.09,-$0.09,--
"August 11, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 10, 2026",USD,--,-$0.08,-$0.08,--
"August 10, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 9, 2026",USD,--,-$0.10,-$0.10,--
"August 9, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 8, 2026",USD,--,-$0.11,-$0.11,--
"August 7, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 6, 2026",USD,--,-$0.08,-$0.08,--
"August 6, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 5, 2026",USD,--,-$0.25,-$0.25,--
"August 5, 2026",Fee,"Listing fee","Listing #4417250834",USD,--,-$0.20,-$0.20,--
"August 5, 2026",Fee,"Listing fee","Listing #4417250225",USD,--,-$0.20,-$0.20,--
"August 5, 2026",Fee,"Listing fee","Listing #4417249682",USD,--,-$0.20,-$0.20,--
"August 3, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Aug 2, 2026",USD,--,-$0.23,-$0.23,--
"August 1, 2026",Fee,"Listing fee","Listing #4415081378",USD,--,-$0.20,-$0.20,--
"August 1, 2026",Fee,"Listing fee","Listing #4415032102",USD,--,-$0.20,-$0.20,--
"August 1, 2026",Fee,"Listing fee","Listing #4414949521",USD,--,-$0.20,-$0.20,--
