"Keywords","Average Searches","Competition","KD","Tag Occurrences"
"twitch panels",6301,21767,"27","1"
"cutecore",5098,5467,"2","3"
"gyaru",4307,3540,"1","2"
"stream alerts",3071,19427,"40","1"
"vaporwave",2696,24678,"48","2"
"gothic earrings",2098,47317,"68","1"
